date,avg_wind_speed_all_stations,avg_wind_speed_cubed,wind_direction_sin,wind_direction_cos,installed_wind_capacity_mw,predicted_wind_generation_kwh,Actual Energy created (kWh),error_kwh,absolute_error_kwh,percentage_error
2022-04-25,5.806333333333333,195.75185818737032,0.6249583450685586,0.7806580986124262,9000,21025281.27689079,38116386,-17091104.72310921,17091104.72310921,44.83925816867636
2022-04-26,5.3155833333333335,150.1940724446777,0.1049704510069154,0.99447534128072,9000,19128454.006689906,37224999,-18096544.993310094,18096544.993310094,48.61395696292723
2022-04-27,2.9996666666666667,26.991000999962964,0.1039548458405071,0.9945820177472928,9000,2874754.158385237,5774790,-2900035.841614763,2900035.841614763,50.218896992180895
2022-04-28,4.084583333333333,68.1464572212818,0.6165890218551313,0.7872851949120676,9000,7682637.945307372,18469428,-10786790.054692628,10786790.054692628,58.403487399245
2022-04-29,4.886666666666667,116.69121096296296,0.5659470897997119,0.8244415634520357,9000,11175792.12058976,29831207,-18655414.87941024,18655414.87941024,62.53657412993796
2022-04-30,3.999333333333333,63.96800533303704,-0.051391233132232,0.9986785975263256,9000,7190703.531904879,9650353,-2459649.468095121,2459649.468095121,25.48766317765911
2022-05-01,2.0161666666666664,8.195572392004626,0.5166312953495545,0.8562079797954708,9000,892558.0889165513,2629774,-1737215.9110834487,1737215.9110834487,66.05951352030436
2022-05-02,3.1333333333333333,30.76237037037037,0.2087701562576583,0.9779647344644656,9000,3059452.7314710254,9997463,-6938010.268528975,6938010.268528975,69.39770888403362
2022-05-03,3.829833333333333,56.17455286916203,0.1807001484819823,0.9835382332876488,9000,7218313.559404414,14963378,-7745064.440595586,7745064.440595586,51.76013357809705
2022-05-04,1.7433333333333332,5.298358037037036,-0.5566846238618454,0.8307239189741654,9000,958766.240333978,1410328,-451561.75966602203,451561.75966602203,32.01820850653338
2022-05-05,2.472583333333333,15.116554443698492,-0.9996914666204336,-0.0248389123410487,9000,1511092.9962127476,3143715,-1632622.0037872524,1632622.0037872524,51.93288843890914
2022-05-06,3.23,33.698267,-0.905073128409594,-0.4252559608410808,9000,4052870.564243711,8892176,-4839305.4357562885,4839305.4357562885,54.42206087414698
2022-05-07,4.156833333333333,71.82701791491203,-0.0580090567767969,0.9983160568336394,9000,7467313.77836805,23727088,-16259774.22163195,16259774.22163195,68.52831759899044
2022-05-08,4.64075,99.94579343042186,0.5284277340367597,0.8489782858829639,9000,10120030.354607308,22912593,-12792562.645392692,12792562.645392692,55.83201624273906
2022-05-09,2.4796666666666667,15.24684242662963,0.8542764295823744,-0.5198189895146103,9000,974250.8399655042,2830115,-1855864.1600344959,1855864.1600344959,65.57557413866559
2022-05-10,6.355166666666666,256.6733824170879,-0.6723733765437193,-0.7402121604750882,9000,27469065.463464748,52486957,-25017891.536535252,25017891.536535252,47.66496853024886
2022-05-11,7.35925,398.56638681957816,-0.8569387830679993,-0.5154182011473173,9000,34714244.81348684,75444298,-40730053.18651316,40730053.18651316,53.98692050459951
2022-05-12,5.608833333333333,176.448351555912,-0.9540179545875676,-0.2997494659287218,9000,18634737.744334497,43933410,-25298672.255665503,25298672.255665503,57.58413074620318
2022-05-13,7.3515,397.30852586587497,-0.9140343241008368,-0.4056368503545093,9000,34719507.697329104,71461736,-36742228.302670896,36742228.302670896,51.41524731874817
2022-05-14,3.10825,30.029481042765624,-0.9413008847435764,0.3375687254189291,9000,3239742.8657147223,9049569,-5809826.134285278,5809826.134285278,64.20003134166143
2022-05-15,4.792916666666667,110.1031221446036,0.9943244809498728,0.1063899740754085,9000,15450016.34029122,27699815,-12249798.65970878,12249798.65970878,44.22339520934988
2022-05-16,5.564916666666666,172.33599493468685,-0.5159960292920277,-0.8565909745933942,9000,19135949.94175093,40965575,-21829625.05824907,21829625.05824907,53.28773014475953
2022-05-17,2.8793333333333333,23.871287039703702,-0.5436849821898039,-0.8392893661552449,9000,2714405.792161979,8769582,-6055176.207838021,6055176.207838021,69.04748946800453
2022-05-18,3.653583333333333,48.77048252205265,-0.9700324106981144,-0.2429755588432804,9000,6952996.2898584725,9019115,-2066118.7101415275,2066118.7101415275,22.90822004311429
2022-05-19,4.170916666666667,72.55954298764526,-0.7696901476545462,-0.6384176349408925,9000,9200335.548087172,18815185,-9614849.451912828,9614849.451912828,51.10154086666078
2022-05-20,4.250416666666667,76.78820533861403,-0.9380565578686244,-0.3464821701612772,9000,10102194.450940616,25280080,-15177885.549059384,15177885.549059384,60.03891423231011
2022-05-21,5.742,189.316978488,-0.9931148438253892,-0.1171448119793299,9000,18418578.27520919,51148820,-32730241.72479081,32730241.72479081,63.990218591144064
2022-05-22,2.4155,14.093573523875005,0.6353288269095215,-0.7722417249137548,9000,771065.958389961,5488945,-4717879.041610039,4717879.041610039,85.95238322865394
2022-05-23,4.10075,68.95882941917186,-0.954705542459981,-0.297552225997712,9000,8488394.21923,22385333,-13896938.78077,13896938.78077,62.08055417701402
2022-05-24,6.462000000000001,269.8366031280001,-0.9037182981151818,-0.42812759505993,9000,29690915.75999087,59256481,-29565565.24000913,29565565.24000913,49.89423053996259
2022-05-25,7.836166666666667,481.1837951570048,-0.7831198435508447,-0.6218708150708638,9000,42143674.676319964,72941083,-30797408.323680036,30797408.323680036,42.22230745282468
2022-05-26,7.789583333333334,472.6532879322194,-0.9409668774432222,-0.3384986492657721,9000,41510394.43394416,79169379,-37658984.56605584,37658984.56605584,47.56761394586137
2022-05-27,7.125,361.705078125,-0.9380883834868192,0.3463959941556575,9000,32126396.515003,75184752,-43058355.484997004,43058355.484997004,57.27006386214721
2022-05-28,7.175833333333333,369.50220088599536,-0.5362984372097624,0.8440284273923281,9000,29958937.568952236,64283806,-34324868.43104777,34324868.43104777,53.39582480702491
2022-05-29,5.665666666666667,181.86664662862964,-0.1960795187619711,0.9805879982551662,9000,20503426.959608305,32982165,-12478738.040391695,12478738.040391695,37.83480569086867
2022-05-30,2.4346666666666668,14.431734461629633,-0.7784660457452518,0.6276867177356484,9000,1078353.9907772026,2133090,-1054736.0092227974,1054736.0092227974,49.446390411224904
2022-05-31,2.7222500000000003,20.173628521390636,0.3143445598024964,-0.9493089579913248,9000,1300179.3492495092,3936778,-2636598.650750491,2636598.650750491,66.9735161787251
2022-06-01,3.9355,60.95365466387499,-0.9492990067455996,0.3143746106030481,9000,9000534.278590541,19057102,-10056567.721409459,10056567.721409459,52.77070837638094
2022-06-02,3.352,37.662750208,0.1010351960560321,0.994882851977015,9000,4589586.271951876,8130029,-3540442.7280481244,3540442.7280481244,43.54772569751134
2022-06-03,5.609666666666667,176.52701076996294,0.8741942619399138,0.4855763507331566,9000,21488280.7810403,47882668,-26394387.2189597,26394387.2189597,55.12305040930406
2022-06-04,6.565833333333333,283.054173865162,0.7945807327409249,0.6071585123811531,9000,28234505.666132186,64734611,-36500105.33386782,36500105.33386782,56.38421977057655
2022-06-05,5.39075,156.65619532104685,0.7686141556365316,0.639712654052694,9000,21396608.956120245,40904839,-19508230.043879755,19508230.043879755,47.6917414193459
2022-06-06,7.397583333333333,404.8271196400527,-0.9284901945753884,-0.3713569153487756,9000,38710065.398576386,80860314,-42150248.601423614,42150248.601423614,52.127238340211754
2022-06-07,5.565416666666667,172.38245155475985,-0.9792856008017102,-0.2024838563007763,9000,18965346.504509628,48599227,-29633880.495490372,29633880.495490372,60.976032593050036
2022-06-08,4.913666666666667,118.63615818596296,-0.5407973512384328,-0.8411529140967742,9000,13802795.693678068,24414458,-10611662.306321932,10611662.306321932,43.464664693035296
2022-06-09,4.892166666666666,117.08566652767128,-0.9797966813961132,-0.1999961577760027,9000,14441275.261343667,33747730,-19306454.738656335,19306454.738656335,57.208158115097916
2022-06-10,5.6931666666666665,184.5277531559213,-0.686701479744678,-0.7269395282390892,9000,18686383.554335456,37231768,-18545384.445664544,18545384.445664544,49.81064677257482
2022-06-11,5.7620000000000005,191.3021107280001,-0.8815991564049157,-0.4719988637975106,9000,18981198.922107127,37168274,-18187075.077892873,18187075.077892873,48.93171815805295
2022-06-12,4.710333333333334,104.50929667003706,-0.9865738858055746,-0.1633155468609436,9000,12289142.875009578,27925385,-15636242.124990422,15636242.124990422,55.992933042786774
2022-06-13,4.849083333333334,114.01945035027144,-0.8600260559466373,0.5102501181703651,9000,13376315.715138445,37659882,-24283566.284861557,24283566.284861557,64.48125961961739
2022-06-14,3.1645833333333333,31.69199724211516,-0.5238932234609933,0.8517839458522622,9000,3389853.102589872,4298562,-908708.8974101278,908708.8974101278,21.139834610042328
